year,country,player,position,overall,canKick
2023,Géorgie,Luka Nioradze,Talonneur,65,false
2023,Géorgie,Tengiz Zamtaradze    ,Talonneur,65,false
2023,Géorgie,Mikheil Babunashvili  ,DeuxiemeLigne,70,false
2023,Géorgie,Lado Chachanidze,DeuxiemeLigne,72,false
2023,Géorgie,Nodar Cheishvili,DeuxiemeLigne,67,false
2023,Géorgie,Lasha Jaiani  ,DeuxiemeLigne,69,false
2023,Géorgie,Konstantin Mikautadze,DeuxiemeLigne,78,false
2023,Géorgie,Mikheil Gachechiladze,TroisiemeLigneAile,73,false
2023,Géorgie,Luka Ivanishvili  ,TroisiemeLigneAile,72,false
2023,Géorgie,Giorgi Tsutskiridze,TroisiemeLigneAile,66,false
2023,Géorgie,Beka Saghinadze,TroisiemeLigneAile,64,false
2023,Géorgie,Otar Giorgadze,TroisiemeLigneCentre,70,false
2023,Géorgie,Beka Gorgadze  ,TroisiemeLigneCentre,82,false
2023,Géorgie,Tornike Jalagonia,TroisiemeLigneCentre,64,false
2023,Géorgie,Gela Aprasidze,DemiDeMelee,71,false
2023,Géorgie,Vasil Lobzhanidze,DemiDeMelee,79,false
2023,Géorgie,Tengiz Peranidze  ,DemiDeMelee,66,false
2023,Géorgie,Tedo Abzhandadze,DemiOuverture,75,true
2023,Géorgie,Luka Matkava,DemiOuverture,74,true
2023,Géorgie,Tornike Kakhoidze,Centre,74,false
2023,Géorgie,Giorgi Kveseladze,Centre,77,false
2023,Géorgie,Merab Sharikadze  ,Centre,80,false
2023,Géorgie,Demur Tapladze,Centre,65,false
2023,Géorgie,Otar Lashkhi  ,Ailier,71,false
2023,Géorgie,Mirian Modebadze  ,Ailier,74,false
2023,Géorgie,Akaki Tabutsadze,Ailier,79,false
2023,Géorgie,Alexander Todua,Ailier,64,false
2023,Géorgie,Lasha Khmaladze,Arriere,70,true
2023,Géorgie,Davit Niniashvili,Arriere,84,false
2023,Portugal,Anthony Alvès,Pilier,67,false
2023,Portugal,Francisco Bruno,Pilier,64,false
2023,Portugal,David Costa,Pilier,66,false
2023,Portugal,Francisco Fernandes,Pilier,66,false
2023,Portugal,Diogo Hasse Ferreira,Pilier,61,false
2023,Portugal,António Machado Santos,Pilier,58,false
2023,Portugal,Lionel Campergue,Talonneur,67,false
2023,Portugal,Duarte Diniz,Talonneur,63,false
2023,Portugal,Mike Tadjer,Talonneur,75,false
2023,Portugal,Martim Belo,DeuxiemeLigne,64,false
2023,Portugal,Steevy Cerqueira,DeuxiemeLigne,68,false
2023,Portugal,José Madeira,DeuxiemeLigne,58,false
2023,Portugal,Duarte Torgal,DeuxiemeLigne,59,false
2023,Portugal,João Granate,TroisiemeLigneAile,65,false
2023,Portugal,Nicolas Martins,TroisiemeLigneAile,78,false
2023,Portugal,David Wallis,TroisiemeLigneAile,63,false
2023,Portugal,Thibault de Freitas,TroisiemeLigneCentre,68,false
2023,Portugal,Manuel Picão,TroisiemeLigneCentre,62,false
2023,Portugal,Rafael Simões,TroisiemeLigneCentre,60,false
2023,Portugal,João Belo,DemiDeMelee,65,false
2023,Portugal,Pedro Lucas  ,DemiDeMelee,67,false
2023,Portugal,Samuel Marques,DemiDeMelee,77,true
2023,Portugal,Joris Moura,DemiOuverture,66,true
2023,Portugal,Jerónimo Portela,DemiOuverture,59,true
2023,Portugal,Tomás Appleton  ,Centre,77,false
2023,Portugal,Pedro Bettencourt,Centre,65,false
2023,Portugal,José Lima,Centre,63,false
2023,Portugal,Manuel Cardoso Pinto,Ailier,71,false
2023,Portugal,Rodrigo Marta,Ailier,76,false
2023,Portugal,Vincent Pinto,Ailier,76,false
2023,Portugal,Raffaele Storti,Ailier,78,false
2023,Portugal,Simão Bento,Arriere,68,false
2023,Portugal,Nuno Sousa Guedes,Arriere,61,true
2023,Angleterre,Dan Cole,Pilier,80,false
2023,Angleterre,Ellis Genge,Pilier,88,false
2023,Angleterre,Joe Marler,Pilier,79,false
2023,Angleterre,Bevan Rodd,Pilier,78,false
2023,Angleterre,Kyle Sinckler,Pilier,73,false
2023,Angleterre,Will Stuart,Pilier,73,false
2023,Angleterre,Theo Dan,Talonneur,84,false
2023,Angleterre,Jamie George,Talonneur,88,false
2023,Angleterre,Jack Walker,Talonneur,77,false
2023,Angleterre,Ollie Chessum,DeuxiemeLigne,86,false
2023,Angleterre,Maro Itoje,DeuxiemeLigne,93,false
2023,Angleterre,George Martin,DeuxiemeLigne,85,false
2023,Angleterre,David Ribbans,DeuxiemeLigne,74,false
2023,Angleterre,Tom Curry,TroisiemeLigneAile,88,false
2023,Angleterre,Courtney Lawes,TroisiemeLigneAile,90,false
2023,Angleterre,Lewis Ludlam,TroisiemeLigneAile,80,false
2023,Angleterre,Sam Underhill,TroisiemeLigneAile,80,false
2023,Angleterre,Jack Willis  ,TroisiemeLigneAile,73,false
2023,Angleterre,Ben Earl,TroisiemeLigneCentre,92,false
2023,Angleterre,Billy Vunipola,TroisiemeLigneCentre,77,false
2023,Angleterre,Danny Care,DemiDeMelee,86,false
2023,Angleterre,Alex Mitchell,DemiDeMelee,83,false
2023,Angleterre,Jack van Poortvliet  ,DemiDeMelee,79,false
2023,Angleterre,Ben Youngs,DemiDeMelee,77,false
2023,Angleterre,Owen Farrell  ,DemiOuverture,92,true
2023,Angleterre,George Ford,DemiOuverture,90,true
2023,Angleterre,Marcus Smith,DemiOuverture,87,true
2023,Angleterre,Ollie Lawrence,Centre,82,false
2023,Angleterre,Joe Marchant,Centre,84,false
2023,Angleterre,Manu Tuilagi,Centre,86,false
2023,Angleterre,Henry Arundell,Ailier,84,false
2023,Angleterre,Max Malins,Ailier,80,false
2023,Angleterre,Jonny May,Ailier,75,false
2023,Angleterre,Anthony Watson  ,Ailier,78,false
2023,Angleterre,Elliot Daly,Arriere,80,true
2023,Angleterre,Freddie Steward,Arriere,86,false
2023,Argentine,Eduardo Bello,Pilier,78,false
2023,Argentine,Thomas Gallo,Pilier,77,false
2023,Argentine,Francisco Gómez Kodela,Pilier,77,false
2023,Argentine,Joel Sclavi,Pilier,77,false
2023,Argentine,Nahuel Tetaz Chaparro  ,Pilier,78,false
2023,Argentine,Mayco Vivas,Pilier,72,false
2023,Argentine,Agustín Creevy,Talonneur,79,false
2023,Argentine,Julián Montoya  ,Talonneur,89,false
2023,Argentine,Ignacio Ruiz,Talonneur,73,false
2023,Argentine,Matías Alemanno,DeuxiemeLigne,79,false
2023,Argentine,Tomás Lavanini,DeuxiemeLigne,84,false
2023,Argentine,Guido Petti Pagadizábal,DeuxiemeLigne,85,false
2023,Argentine,Lucas Paulos,DeuxiemeLigne,76,false
2023,Argentine,Pedro Rubiolo,DeuxiemeLigne,71,false
2023,Argentine,Juan Martín González,TroisiemeLigneAile,87,false
2023,Argentine,Santiago Grondona  ,TroisiemeLigneAile,77,false
2023,Argentine,Marcos Kremer,TroisiemeLigneAile,93,false
2023,Argentine,Pablo Matera  ,TroisiemeLigneAile,91,false
2023,Argentine,Joaquín Oviedo,TroisiemeLigneAile,71,false
2023,Argentine,Rodrigo Bruni,TroisiemeLigneCentre,84,false
2023,Argentine,Facundo Isa,TroisiemeLigneCentre,74,false
2023,Argentine,Lautaro Bazán,DemiDeMelee,85,false
2023,Argentine,Gonzalo Bertranou,DemiDeMelee,78,false
2023,Argentine,Tomás Cubelli,DemiDeMelee,71,false
2023,Argentine,Santiago Carreras,DemiOuverture,86,true
2023,Argentine,Nicolás Sánchez,DemiOuverture,73,true
2023,Argentine,Santiago Chocobares,Centre,84,false
2023,Argentine,Lucio Cinti,Centre,80,false
2023,Argentine,Jerónimo de la Fuente,Centre,76,false
2023,Argentine,Matías Moroni,Centre,83,false
2023,Argentine,Mateo Carreras,Ailier,87,false
2023,Argentine,Juan Imhoff,Ailier,77,false
2023,Argentine,Rodrigo Isgró,Ailier,77,false
2023,Argentine,Emiliano Boffelli,Arriere,88,true
2023,Argentine,Martín Bogado,Arriere,81,false
2023,Argentine,Juan Cruz Mallía,Arriere,77,false
2023,Chili,Javier Carrasco,Pilier,63,false
2023,Chili,Matías Dittus,Pilier,58,false
2023,Chili,Iñaki Gurruchaga,Pilier,60,false
2023,Chili,Esteban Inostroza,Pilier,58,false
2023,Chili,Vittorio Lastra,Pilier,56,false
2023,Chili,Salvador Lues  ,Pilier,52,false
2023,Chili,Augusto Böhme  ,Talonneur,65,false
2023,Chili,Tomás Dussaillant,Talonneur,58,false
2023,Chili,Diego Escobar,Talonneur,54,false
2023,Chili,Javier Eissmann,DeuxiemeLigne,65,false
2023,Chili,Pablo Huete,DeuxiemeLigne,62,false
2023,Chili,Santiago Pedrero,DeuxiemeLigne,55,false
2023,Chili,Augusto Sarmiento,DeuxiemeLigne,52,false
2023,Chili,Raimundo Martínez  ,TroisiemeLigneAile,62,false
2023,Chili,Thomas Orchard,TroisiemeLigneAile,63,false
2023,Chili,Clemente Saavedra,TroisiemeLigneAile,56,false
2023,Chili,Martín Sigren  ,TroisiemeLigneAile,70,false
2023,Chili,Ignacio Silva  ,TroisiemeLigneAile,55,false
2023,Chili,Alfonso Escobar,TroisiemeLigneCentre,64,false
2023,Chili,Lukas Carvallo,DemiDeMelee,65,false
2023,Chili,Nicolás Herreros,DemiDeMelee,58,false
2023,Chili,Marcelo Torrealba,DemiDeMelee,58,false
2023,Chili,Benjamín Videla,DemiDeMelee,56,false
2023,Chili,Rodrigo Fernández,DemiOuverture,70,true
2023,Chili,Francisco Urroz,DemiOuverture,57,true
2023,Chili,Matías Garafulic  ,Centre,65,false
2023,Chili,José Ignacio Larenas (es),Centre,56,false
2023,Chili,Domingo Saavedra  ,Centre,54,false
2023,Chili,Pablo Casas,Ailier,60,false
2023,Chili,Cristóbal Game (es),Ailier,66,false
2023,Chili,Nicolás Garafulic    ,Ailier,65,false
2023,Chili,Francisco Velarde,Ailier,54,false
2023,Chili,Santiago Videla,Ailier,69,false
2023,Chili,Iñaki Ayarza,Arriere,68,false
2023,Japon,Sione Halasili  ,Pilier,74,false
2023,Japon,Keita Inagaki,Pilier,68,false
2023,Japon,Koo Ji-won,Pilier,72,false
2023,Japon,Shinnosuke Kakinaga  ,Pilier,72,false
2023,Japon,Craig Millar,Pilier,69,false
2023,Japon,Asaeli Ai Valu,Pilier,65,false
2023,Japon,Shota Horie,Talonneur,71,false
2023,Japon,Kosuke Horikoshi  ,Talonneur,66,false
2023,Japon,Atsushi Sakate,Talonneur,79,false
2023,Japon,Jack Cornelsen,DeuxiemeLigne,76,false
2023,Japon,Warner Dearns,DeuxiemeLigne,79,false
2023,Japon,Amato Fakatava,DeuxiemeLigne,67,false
2023,Japon,Shota Fukui (ja),TroisiemeLigneAile,74,false
2023,Japon,Ben Gunter,TroisiemeLigneAile,73,false
2023,Japon,Lappies Labuschagné,TroisiemeLigneAile,80,false
2023,Japon,Michael Leitch,TroisiemeLigneAile,82,false
2023,Japon,Kanji Shimokawa  ,TroisiemeLigneAile,65,false
2023,Japon,Kazuki Himeno  ,TroisiemeLigneCentre,84,false
2023,Japon,Amanaki Saumaki,TroisiemeLigneCentre,69,false
2023,Japon,Kenta Fukuda,DemiDeMelee,75,false
2023,Japon,Yutaka Nagare,DemiDeMelee,71,false
2023,Japon,Naoto Saito,DemiDeMelee,65,false
2023,Japon,Rikiya Matsuda,DemiOuverture,80,true
2023,Japon,Jumpei Ogura,DemiOuverture,71,true
2023,Japon,Lee Seung-Sin,DemiOuverture,66,true
2023,Japon,Ryoto Nakamura,Centre,71,false
2023,Japon,Tomoki Osada  ,Centre,68,false
2023,Japon,Dylan Riley,Centre,80,false
2023,Japon,Siosaia Fifita,Ailier,76,false
2023,Japon,Lomano Lemeki,Ailier,78,true
2023,Japon,Jone Naikabula  ,Ailier,77,false
2023,Japon,Semisi Masirewa  ,Arriere,78,true
2023,Japon,Kotaro Matsushima,Arriere,82,true
2023,Japon,Ryohei Yamanaka,Arriere,65,false
2023,Samoa,Michael Alaalatoa  ,Pilier,80,false
2023,Samoa,Paul Alo-Emile,Pilier,71,false
2023,Samoa,Charlie Faumuina,Pilier,67,false
2023,Samoa,James Lay,Pilier,64,false
2023,Samoa,Jordan Lay,Pilier,68,false
2023,Samoa,Seilala Lam,Talonneur,73,false
2023,Samoa,Sama Malolo,Talonneur,72,false
2023,Samoa,Ray Niuia,Talonneur,70,false
2023,Samoa,Luteru Tolai  ,Talonneur,64,false
2023,Samoa,Brian Alainu'uese,DeuxiemeLigne,74,false
2023,Samoa,Theo McFarland,DeuxiemeLigne,81,false
2023,Samoa,Sam Slade,DeuxiemeLigne,70,false
2023,Samoa,Chris Vui  ,DeuxiemeLigne,80,false
2023,Samoa,Miracle Fai'ilagi,TroisiemeLigneAile,76,false
2023,Samoa,Steven Luatua,TroisiemeLigneAile,80,false
2023,Samoa,Alamanda Motuga,TroisiemeLigneAile,68,false
2023,Samoa,Taleni Seu,TroisiemeLigneAile,69,false
2023,Samoa,So'otala Fa'aso'o,TroisiemeLigneCentre,73,false
2023,Samoa,Fritz Lee,TroisiemeLigneCentre,82,false
2023,Samoa,Jordan Taufua,TroisiemeLigneCentre,67,false
2023,Samoa,Ere Enari,DemiDeMelee,73,false
2023,Samoa,Melani Matavao,DemiDeMelee,71,false
2023,Samoa,Jonathan Taumateine,DemiDeMelee,67,false
2023,Samoa,Christian Lealiifano,DemiOuverture,78,true
2023,Samoa,Lima Sopoaga,DemiOuverture,78,true
2023,Samoa,Tumua Manu,Centre,72,false
2023,Samoa,Duncan Paia'aua,Centre,73,false
2023,Samoa,UJ Seuteni,Centre,78,false
2023,Samoa,Nigel Ah Wong,Ailier,77,false
2023,Samoa,Ed Fidow,Ailier,74,false
2023,Samoa,Neria Fomai  ,Ailier,70,false
2023,Samoa,Ben Lam,Ailier,79,false
2023,Samoa,D'Angelo Leuila,Arriere,71,true
2023,Samoa,Danny Toala,Arriere,64,false
2019,Irlande,Tadhg Furlong,Pilier,88,false
2019,Irlande,Cian Healy,Pilier,78,false
2019,Irlande,David Kilcoyne,Pilier,76,false
2019,Irlande,Andrew Porter,Pilier,80,false
2019,Irlande,John Ryan,Pilier,78,false
2019,Irlande,Rory Best,Talonneur,88,false
2019,Irlande,Sean Cronin,Talonneur,80,false
2019,Irlande,Niall Scannell,Talonneur,78,false
2019,Irlande,Tadhg Beirne,DeuxiemeLigne,76,false
2019,Irlande,Iain Henderson,DeuxiemeLigne,80,false
2019,Irlande,Jean Kleyn,DeuxiemeLigne,78,false
2019,Irlande,James Ryan,DeuxiemeLigne,88,false
2019,Irlande,Peter O'Mahony,TroisiemeLigneAile,88,false
2019,Irlande,Rhys Ruddock,TroisiemeLigneAile,78,false
2019,Irlande,Josh van der Flier,TroisiemeLigneAile,76,false
2019,Irlande,Jack Conan,TroisiemeLigneCentre,80,false
2019,Irlande,Jordi Murphy,TroisiemeLigneCentre,78,false
2019,Irlande,CJ Stander,TroisiemeLigneCentre,88,false
2019,Irlande,Luke McGrath,DemiDeMelee,80,false
2019,Irlande,Conor Murray,DemiDeMelee,88,true
2019,Irlande,Joey Carbery,DemiOuverture,76,true
2019,Irlande,Jack Carty,DemiOuverture,80,true
2019,Irlande,Jonathan Sexton,DemiOuverture,88,true
2019,Irlande,Bundee Aki,Centre,88,false
2019,Irlande,Chris Farrell,Centre,80,false
2019,Irlande,Robbie Henshaw,Centre,78,false
2019,Irlande,Garry Ringrose,Centre,88,false
2019,Irlande,Andrew Conway,Ailier,80,false
2019,Irlande,Keith Earls,Ailier,88,false
2019,Irlande,Jordan Larmour,Ailier,76,false
2019,Irlande,Jacob Stockdale,Ailier,88,false
2019,Irlande,Rob Kearney,Arriere,88,false
2019,Écosse,Simon Berghan,Pilier,77,false
2019,Écosse,Allan Dell,Pilier,75,false
2019,Écosse,Zander Fagerson,Pilier,73,false
2019,Écosse,Willem Petrus Nel,Pilier,77,false
2019,Écosse,Gordon Reid,Pilier,75,false
2019,Écosse,Fraser Brown,Talonneur,73,false
2019,Écosse,Stuart McInally,Talonneur,77,false
2019,Écosse,George Turner,Talonneur,75,false
2019,Écosse,Scott Cummings,DeuxiemeLigne,73,false
2019,Écosse,Grant Gilchrist,DeuxiemeLigne,77,false
2019,Écosse,Jonny Gray,DeuxiemeLigne,75,false
2019,Écosse,Ben Toolis,DeuxiemeLigne,73,false
2019,Écosse,John Barclay,TroisiemeLigneAile,77,false
2019,Écosse,Magnus Bradbury,TroisiemeLigneAile,75,false
2019,Écosse,Jamie Ritchie,TroisiemeLigneAile,85,false
2019,Écosse,Hamish Watson,TroisiemeLigneAile,85,false
2019,Écosse,Blade Thomson,TroisiemeLigneCentre,75,false
2019,Écosse,Ryan Wilson,TroisiemeLigneCentre,73,false
2019,Écosse,George Horne,DemiDeMelee,77,true
2019,Écosse,Greig Laidlaw,DemiDeMelee,85,true
2019,Écosse,Ali Price,DemiDeMelee,73,false
2019,Écosse,Henry Pyrgos,DemiDeMelee,77,false
2019,Écosse,Adam Hastings,DemiOuverture,75,true
2019,Écosse,Finn Russell,DemiOuverture,85,true
2019,Écosse,Duncan Weir,DemiOuverture,77,true
2019,Écosse,Chris Harris,Centre,75,false
2019,Écosse,Peter Horne,Centre,73,false
2019,Écosse,Sam Johnson,Centre,77,false
2019,Écosse,Duncan Taylor,Centre,75,false
2019,Écosse,Darcy Graham,Ailier,85,false
2019,Écosse,Sean Maitland,Ailier,77,false
2019,Écosse,Tommy Seymour,Ailier,75,false
2019,Écosse,Stuart Hogg,Arriere,85,true
2019,Écosse,Blair Kinghorn,Arriere,77,true
2019,Japon,Keita Inagaki,Pilier,82,false
2019,Japon,Koo Jiwon,Pilier,80,false
2019,Japon,Yusuke Kizu,Pilier,78,false
2019,Japon,Isileli Nakajima Vakauta,Pilier,82,false
2019,Japon,Asaeli Valu,Pilier,80,false
2019,Japon,Shota Horie,Talonneur,78,false
2019,Japon,Atsushi Sakate,Talonneur,82,false
2019,Japon,Takuya Kitade,Talonneur,80,false
2019,Japon,Uwe Helu,DeuxiemeLigne,78,false
2019,Japon,James Moore,DeuxiemeLigne,82,false
2019,Japon,Luke Thompson,DeuxiemeLigne,80,false
2019,Japon,Wimpie van der Walt,DeuxiemeLigne,78,false
2019,Japon,Kazuki Himeno,TroisiemeLigneAile,90,false
2019,Japon,Lappies Labuschagné,TroisiemeLigneAile,80,false
2019,Japon,Michael Leitch,TroisiemeLigneAile,90,false
2019,Japon,Yoshitaka Tokunaga,TroisiemeLigneAile,82,false
2019,Japon,Amanaki Mafi,TroisiemeLigneCentre,80,false
2019,Japon,Hendrik Tui,TroisiemeLigneCentre,78,false
2019,Japon,Yutaka Nagare,DemiDeMelee,82,false
2019,Japon,Kaito Shigeno,DemiDeMelee,80,false
2019,Japon,Fumiaki Tanaka,DemiDeMelee,78,false
2019,Japon,Rikiya Matsuda,DemiOuverture,82,true
2019,Japon,Yu Tamura,DemiOuverture,90,true
2019,Japon,Timothy Lafaele,Centre,78,false
2019,Japon,Ryoto Nakamura,Centre,82,false
2019,Japon,Will Tupou,Centre,80,false
2019,Japon,Kenki Fukuoka,Ailier,90,false
2019,Japon,Lomano Lemeki,Ailier,82,true
2019,Japon,Ataata Moeakiola,Ailier,80,false
2019,Japon,Kotaro Matsushima,Arriere,90,true
2019,Japon,Ryohei Yamanaka,Arriere,82,false
2019,Russie,Azamat Bitiev,Pilier,60,false
2019,Russie,Kirill Gotovtsev,Pilier,58,false
2019,Russie,Valeri Morozov,Pilier,56,false
2019,Russie,Vladimir Podrezov,Pilier,60,false
2019,Russie,Andreï Polivalov,Pilier,58,false
2019,Russie,SergueI Tchernychiov,Talonneur,56,false
2019,Russie,Evgueni Matveïev,Talonneur,60,false
2019,Russie,Stanislav Selski,Talonneur,58,false
2019,Russie,Evgueni Ielguine,DeuxiemeLigne,56,false
2019,Russie,Bogdan Fedotko,DeuxiemeLigne,60,false
2019,Russie,Andreï Garbouzov,DeuxiemeLigne,58,false
2019,Russie,Andreï Ostrikov,DeuxiemeLigne,56,false
2019,Russie,Taguir Gadjiev,TroisiemeLigneAile,60,false
2019,Russie,Roman Khodine,TroisiemeLigneAile,58,false
2019,Russie,Anton Sytchiov,TroisiemeLigneAile,56,false
2019,Russie,Vitali Jivatov,TroisiemeLigneAile,60,false
2019,Russie,Victor Gressev,TroisiemeLigneCentre,58,false
2019,Russie,Nikita Vaviline,TroisiemeLigneCentre,56,false
2019,Russie,Vassili Dorofeïev,DemiDeMelee,60,false
2019,Russie,Dmitri Perov,DemiDeMelee,58,false
2019,Russie,Ramil Gaïssine,DemiOuverture,56,true
2019,Russie,Iouri Kouchnariov,DemiOuverture,60,true
2019,Russie,Sergueï Ianiouchkine,DemiOuverture,58,true
2019,Russie,Igor Galinovski,Centre,56,false
2019,Russie,Dimitri Gerasimov,Centre,60,false
2019,Russie,Kirill Golosnitski,Centre,68,false
2019,Russie,Vladimir Ostroouchko,Centre,56,false
2019,Russie,German Davydov,Ailier,68,false
2019,Russie,Denis Simplikevich,Ailier,58,false
2019,Russie,Vladislav Sozonov,Ailier,56,false
2019,Russie,Vassili Artemiev,Arriere,68,false
2019,Samoa,Michael Alaalatoa,Pilier,72,false
2019,Samoa,Paul Alo-Emile,Pilier,70,false
2019,Samoa,James Lay,Pilier,68,false
2019,Samoa,Jordan Lay,Pilier,72,false
2019,Samoa,Logovi'i Mulipola,Pilier,70,false
2019,Samoa,Motu Matu'u,Talonneur,68,false
2019,Samoa,Seilala Lam,Talonneur,72,false
2019,Samoa,Ray Niuia,Talonneur,70,false
2019,Samoa,Kane Leaupepe,DeuxiemeLigne,68,false
2019,Samoa,Filo Paulo,DeuxiemeLigne,72,false
2019,Samoa,Senio Toleafoa,DeuxiemeLigne,70,false
2019,Samoa,Chris Vui,DeuxiemeLigne,68,false
2019,Samoa,Piula Fa'asalele,TroisiemeLigneAile,72,false
2019,Samoa,TJ Ioane,TroisiemeLigneAile,70,false
2019,Samoa,Jack Lam,TroisiemeLigneAile,80,false
2019,Samoa,Afaesetiti Amosa,TroisiemeLigneCentre,72,false
2019,Samoa,Alamanda Motuga,TroisiemeLigneCentre,70,false
2019,Samoa,Josh Tyrell,TroisiemeLigneCentre,68,false
2019,Samoa,Pele Cowley,DemiDeMelee,72,false
2019,Samoa,Melani Matavao,DemiDeMelee,70,false
2019,Samoa,Scott Malolua,DemiDeMelee,68,false
2019,Samoa,Dwayne Polataivao,DemiDeMelee,72,false
2019,Samoa,AJ Alatimu,DemiOuverture,70,true
2019,Samoa,Tusi Pisi,DemiOuverture,68,true
2019,Samoa,Ulupano Seuteni,DemiOuverture,72,true
2019,Samoa,Kieron Fonotia,Centre,70,false
2019,Samoa,Rey Lee-Lo,Centre,80,false
2019,Samoa,Henry Taefu,Centre,72,false
2019,Samoa,Ed Fidow,Ailier,70,false
2019,Samoa,Alapati Leiua,Ailier,80,false
2019,Samoa,Ahsee Tuala,Ailier,72,true
2019,Samoa,Belgium Tuatagaloa,Ailier,70,false
2019,Samoa,Tim Nanai-Williams,Arriere,80,true
2019,Nouvelle_Zélande,Nepo Laulala,Pilier,85,false
2019,Nouvelle_Zélande,Joe Moody,Pilier,83,false
2019,Nouvelle_Zélande,Atunaisa Moli,Pilier,81,false
2019,Nouvelle_Zélande,Angus Ta'avao,Pilier,85,false
2019,Nouvelle_Zélande,Ofa Tu'ungafasi,Pilier,83,false
2019,Nouvelle_Zélande,Dane Coles,Talonneur,81,false
2019,Nouvelle_Zélande,Liam Coltman,Talonneur,85,false
2019,Nouvelle_Zélande,Codie Taylor,Talonneur,83,false
2019,Nouvelle_Zélande,Scott Barrett,DeuxiemeLigne,81,false
2019,Nouvelle_Zélande,Brodie Retallick,DeuxiemeLigne,93,false
2019,Nouvelle_Zélande,Patrick Tuipulotu,DeuxiemeLigne,83,false
2019,Nouvelle_Zélande,Sam Whitelock,DeuxiemeLigne,93,false
2019,Nouvelle_Zélande,Sam Cane,TroisiemeLigneAile,93,false
2019,Nouvelle_Zélande,Shannon Frizell,TroisiemeLigneAile,83,false
2019,Nouvelle_Zélande,Luke Jacobson,TroisiemeLigneAile,81,false
2019,Nouvelle_Zélande,Ardie Savea,TroisiemeLigneAile,93,false
2019,Nouvelle_Zélande,Matt Todd,TroisiemeLigneAile,83,false
2019,Nouvelle_Zélande,Kieran Read,TroisiemeLigneCentre,93,false
2019,Nouvelle_Zélande,TJ Perenara,DemiDeMelee,85,false
2019,Nouvelle_Zélande,Aaron Smith,DemiDeMelee,83,false
2019,Nouvelle_Zélande,Brad Weber,DemiDeMelee,81,false
2019,Nouvelle_Zélande,Beauden Barrett,DemiOuverture,93,true
2019,Nouvelle_Zélande,Richie Mo'unga,DemiOuverture,93,true
2019,Nouvelle_Zélande,Ryan Crotty,Centre,81,false
2019,Nouvelle_Zélande,Jack Goodhue,Centre,85,false
2019,Nouvelle_Zélande,Anton Lienert-Brown,Centre,93,false
2019,Nouvelle_Zélande,Sonny Bill Williams,Centre,93,false
2019,Nouvelle_Zélande,George Bridge,Ailier,93,false
2019,Nouvelle_Zélande,Rieko Ioane,Ailier,93,false
2019,Nouvelle_Zélande,Sevu Reece,Ailier,93,false
2019,Nouvelle_Zélande,Jordie Barrett,Arriere,85,true
2019,Nouvelle_Zélande,Ben Smith,Arriere,93,false
2019,Afrique_du_Sud,Thomas du Toit,Pilier,87,false
2019,Afrique_du_Sud,Steven Kitshoff,Pilier,85,false
2019,Afrique_du_Sud,Vincent Koch,Pilier,83,false
2019,Afrique_du_Sud,Frans Malherbe,Pilier,87,false
2019,Afrique_du_Sud,Tendai Mtawarira,Pilier,85,false
2019,Afrique_du_Sud,Trevor Nyakane,Pilier,83,false
2019,Afrique_du_Sud,Schalk Brits,Talonneur,87,false
2019,Afrique_du_Sud,Malcolm Marx,Talonneur,95,false
2019,Afrique_du_Sud,Bongi Mbonambi,Talonneur,83,false
2019,Afrique_du_Sud,Lood de Jager,DeuxiemeLigne,87,false
2019,Afrique_du_Sud,Eben Etzebeth,DeuxiemeLigne,95,false
2019,Afrique_du_Sud,Franco Mostert,DeuxiemeLigne,83,false
2019,Afrique_du_Sud,RG Snyman,DeuxiemeLigne,87,false
2019,Afrique_du_Sud,Pieter-Steph du Toit,TroisiemeLigneAile,95,false
2019,Afrique_du_Sud,Siya Kolisi,TroisiemeLigneAile,95,false
2019,Afrique_du_Sud,Francois Louw,TroisiemeLigneAile,87,false
2019,Afrique_du_Sud,Kwagga Smith,TroisiemeLigneAile,85,false
2019,Afrique_du_Sud,Duane Vermeulen,TroisiemeLigneCentre,95,false
2019,Afrique_du_Sud,Faf de Klerk,DemiDeMelee,95,false
